SNODP,SWGDN,LWGAB,T2M,SWLAND,GHTSKIN,HFLUX,SPEED,TLML,TSH,EVPSOIL,LWLAND,TS,QV2M,SLP,Y,M,D,W,H,S,T16
0.42771652340889,110.86531829834,223.991928100586,-9.20035400390623,46.4749755859375,3.07536506652832,-19.4962978363037,8.51660442352295,-8.0867980957031,-10.3825439453125,0.0,-46.8945655822754,-10.38291015625,0.0015309298178181,101398.046875,2008.0,3.0,30.0,1.0,0.0,0.0,0
0.0,108.335136413574,298.015472412109,8.82903442382815,91.2293243408203,9.25508499145508,-9.93428993225098,6.72943830490112,9.46083984375002,8.51241455078127,29.6888294219971,-51.1599884033203,8.49184570312502,0.0065006567165255,100780.734375,2010.0,9.0,8.0,0.0,0.0,1.0,1
0.173178181052208,127.153282165527,265.047576904297,5.56563720703127,106.144477844238,11.9852228164673,-11.7374076843262,6.19998693466187,6.87832031250002,5.19527587890627,26.3822555541992,-68.9624404907227,5.1000915527344,0.0050143017433583,100691.453125,2009.0,9.0,2.0,0.0,0.0,1.0,1
0.228933066129684,0.0,201.594802856445,-23.4165557861328,0.0,-8.05488967895508,-5.15276527404785,4.63064384460449,-22.6977600097656,-24.3298095703125,0.0,-16.0211925506592,-24.3303283691406,0.0004872413701377,101611.46875,2007.0,12.0,16.0,1.0,0.0,2.0,0
0.0,140.363067626953,274.955749511719,7.48757324218752,117.435585021973,8.2239933013916,0.863179266452789,4.31111669540405,8.72347412109377,7.0295349121094,33.6152458190918,-67.8964462280273,7.01333007812502,0.0056049507111311,101088.7265625,2010.0,9.0,4.0,1.0,0.0,1.0,1
0.315173625946045,0.0,196.608169555664,-24.7551330566406,0.0,-5.55046319961548,-10.9087238311768,7.07935905456543,-24.1628173828125,-25.6301330566406,0.0,-16.4302272796631,-25.6305908203125,0.0004166443832218,101627.1875,2001.0,12.0,4.0,0.0,0.0,2.0,0
0.0,153.071212768555,311.301605224609,7.09761962890627,128.348388671875,23.6406707763672,25.4672946929932,3.73421478271484,6.21267089843752,7.90996704101565,45.1689605712891,-29.2449760437012,7.89498291015627,0.0062410165555775,100746.6875,2005.0,5.0,29.0,1.0,0.0,0.0,1
0.442584335803986,0.0,199.945755004883,-20.3255676269531,0.0,0.532404124736786,-35.4009094238281,10.59641456604,-18.5966400146484,-21.8525756835937,0.0,-26.5901622772217,-21.852407836914,0.0005560597637668,99757.9453125,2012.0,12.0,18.0,0.0,0.0,2.0,0
0.0,126.954216003418,331.633453369141,9.12929687500002,105.943031311035,-3.8185510635376,28.9118347167969,3.89930605888367,8.10738525390627,9.84761962890627,28.7915077209473,-26.4751434326172,9.84230957031252,0.0070205489173531,101533.9375,2004.0,7.0,21.0,0.0,0.0,1.0,1
0.275332599878311,16.4385585784912,198.658798217773,-23.6049713134765,7.06750917434692,-6.40492820739746,-1.46192693710327,2.00320339202881,-22.9572967529297,-25.3438781738281,0.0,-15.4057312011719,-25.3436340332031,0.0004590988974086,103010.65625,2001.0,10.0,25.0,0.0,0.0,2.0,0
0.479092001914978,0.0,198.297286987305,-21.2356170654297,0.0,-5.10345268249512,-9.6500883102417,3.78730702400208,-17.6392425537109,-25.6336730957031,0.0,-14.9144115447998,-25.6344512939453,0.0005211140378378,101652.8203125,2010.0,12.0,3.0,0.0,0.0,2.0,0
0.159612104296684,71.743408203125,290.862365722656,4.88845214843752,60.5576629638672,4.4328556060791,4.85822677612305,2.86761856079102,5.59722290039065,3.83394775390627,9.07728672027588,-35.0146789550781,3.80794677734377,0.0053167743608355,99797.375,2009.0,9.0,12.0,1.0,0.0,1.0,1
0.49541512131691,0.0,139.000885009766,-27.6077331542969,0.0,-5.60465860366821,-47.1932792663574,9.19616603851318,-21.1044219970703,-33.0963653564453,0.0,-49.7369995117188,-33.0972198486328,0.0002550896024331,102471.6484375,2013.0,12.0,28.0,1.0,0.0,3.0,0
