SNODP,SWGDN,LWGAB,T2M,SWLAND,GHTSKIN,HFLUX,SPEED,TLML,TSH,EVPSOIL,LWLAND,TS,QV2M,SLP,Y,M,D,W,H,S,T8_plus30
0,72.9219131469727,320.053863525391,7.36296997070315,62.3217582702637,-9.90018463134766,12.6690063476562,3.63499879837036,6.67543945312502,7.66854248046877,22.5603618621826,-26.2713680267334,7.68218383789065,0.0062703317962586,99414.40625,2001,8,31,0,0,1,0
0.681721389293671,42.18505859375,248.673461914062,-5.01566162109373,17.5338973999023,3.34999251365662,-34.0595893859863,10.2210330963135,-3.39276733398435,-6.51242675781248,0,-38.2642059326172,-6.51254882812498,0.0022599580697715,100986.8828125,2003,3,3,0,0,3,0
0.231187537312508,4.0046181678772,202.50439453125,-21.6814331054687,1.83119487762451,-11.0535860061646,-2.01385235786438,1.97940814495087,-20.6364654541015,-24.0344604492187,0,-16.1742305755615,-24.0337890625,0.0005620815209113,101710.4453125,2002,11,11,0,0,2,0
0.625612735748291,26.7159423828125,197.057144165039,-22.3917297363281,11.1008081436157,-2.82719278335571,-2.66286993026733,3.50470161437988,-20.6545776367187,-25.5134490966797,0,-16.6411476135254,-25.5134033203125,0.0005712689016945,101451.9375,2005,2,25,0,0,3,0
0.667535603046417,102.682228088379,227.652679443359,-14.2863525390625,42.0942192077637,-3.89269042015076,8.87919139862061,7.54596996307373,-14.801611328125,-14.1277526855469,0,-27.8876399993896,-14.1276306152344,0.0011071903863921,102522.84375,2013,4,25,0,0,0,1
0,275.322601318359,317.039428710938,16.1461730957031,228.621322631836,27.4245548248291,4.09350538253784,5.70607852935791,16.4496704101563,16.0202270507813,86.7832794189453,-73.35546875,15.9858947753906,0.0089400028809905,100620.1484375,2001,7,16,0,0,1,1
0.706058382987976,85.8616561889648,238.58381652832,-13.4189514160156,35.3292579650879,-1.63734555244446,11.6733713150024,2.61537647247314,-13.7040466308594,-13.4063781738281,0,-19.9974632263184,-13.4060119628906,0.00125211419072,102093.2890625,2015,4,2,0,0,0,0
0.439150035381317,0,168.77571105957,-35.4967102050781,0,-7.42809295654297,0.0021806955337524,1.52636241912842,-34.8326934814453,-37.880728149414,0,-5.26739358901978,-37.8803924560547,0.0001370653189951,101512.09375,2011,12,26,0,1,3,0
0.232364133000374,50.6008491516113,228.442138671875,-10.8039611816406,23.1066112518311,-3.49566125869751,-11.6238536834717,5.35023975372314,-9.27207031249998,-12.3023742675781,0,-34.5365562438965,-12.3026794433594,0.0015683170640841,102185.015625,2000,10,2,0,0,2,0
0.0114052770659328,191.410339355469,277.547637939453,5.68242797851565,159.60400390625,3.15624070167542,31.0630874633789,5.06419897079468,5.4748474121094,6.0200134277344,46.6162757873535,-61.8992385864258,5.97902832031252,0.0050428598187863,101297.8359375,2012,8,8,0,0,1,0
0.0037466927897185,142.643188476562,304.806091308594,6.34819946289065,118.333404541016,26.9462738037109,16.5125408172607,2.99402332305908,5.81923828125002,6.82772216796877,39.3493423461914,-30.8381938934326,6.8149353027344,0.0058953431434929,101143.8984375,2013,5,29,0,0,0,1
0,181.512451171875,287.061126708984,8.24526367187502,150.995376586914,6.52802562713623,28.7951564788818,3.79955077171326,7.82039794921877,8.62154541015627,51.1497421264648,-57.2756042480469,8.59649047851565,0.0058236732147634,101394.734375,2011,5,31,0,0,0,1
0.388582736253738,237.655563354492,238.128189086914,-2.53861083984373,130.009185791016,-6.03710603713989,7.67311859130859,2.31305623054504,-2.48691406249998,-2.72125854492185,0,-65.5376281738281,-2.72135009765623,0.0029811437707394,102448.125,2015,5,4,0,0,0,0
0.173332527279854,89.9345703125,320.839874267578,8.3872009277344,75.3829116821289,14.2126722335815,4.46982622146606,4.05670022964478,8.23049316406252,8.3472839355469,9.057297706604,-29.9402084350586,8.30941162109377,0.0068136560730636,101786.4921875,2015,8,14,0,0,1,0
0.567348718643188,0,207.218124389648,-12.7986511230469,0,-8.51726341247559,-4.91033363342285,2.30642056465149,-9.69968261718748,-21.7341064453125,0,-20.610294342041,-21.7350524902344,0.0012090532109141,104826.0234375,2011,1,11,0,0,3,0
0.458636164665222,1.78436470031738,222.831207275391,-17.0085510253906,0.759650886058807,-1.6189192533493,-17.7053680419922,9.79928779602051,-16.9305786132812,-17.5766967773437,0,-19.3277473449707,-17.5766357421875,0.000862012268044,102216.203125,2012,11,13,0,0,2,0
0.279898434877396,0.407465606927872,157.451385498047,-23.7949584960937,0.177292764186859,-5.47515964508057,-40.9074859619141,8.95223999023438,-17.7702392578125,-27.6230072021484,0,-48.9444580078125,-27.6223663330078,0.000403591140639,102043.25,2006,11,21,0,0,2,0
0.183303758502007,9.47231006622314,221.542297363281,-18.7126678466797,4.22637605667114,-6.26048898696899,-3.46245503425598,4.29156255722046,-18.0113891601562,-18.6987365722656,0.188108623027802,-13.2465515136719,-19.4318756103515,0.0007609336171299,101350.6796875,2005,10,28,0,0,2,0
0.436648726463318,0,143.362915039062,-28.8074249267578,0,-10.5078535079956,-30.5738639831543,7.48392534255981,-22.2606872558594,-33.5823272705078,0,-43.6361083984375,-33.5811981201172,0.0002176511334255,101633.1171875,2012,12,24,0,0,3,0
0.217960029840469,45.3647041320801,241.70036315918,-7.33652343749998,20.6566791534424,-4.45689582824707,-4.7771315574646,3.16329073905945,-5.25736083984373,-9.85898437499998,0.0460509806871414,-30.352258682251,-10.0535034179687,0.0021154151763767,100602.375,2004,10,8,0,0,2,0
0.351725935935974,94.5160598754883,274.316467285156,-0.340338134765602,42.3217239379883,0.222019761800766,-6.39095783233643,5.84579181671143,0.972406005859398,-1.18063964843748,0,-36.1703796386719,-1.18057861328123,0.0034313916694372,100095.0078125,2008,4,5,1,0,0,0
0.173332676291466,72.1601867675781,298.257202148438,2.4254089355469,61.1410865783691,-2.58228397369385,12.1089878082275,2.83474826812744,1.84987792968752,2.89455566406252,7.80221748352051,-25.8658199310303,2.83074340820315,0.0044459514319896,100514.09375,2000,8,19,1,0,1,0
0,138.001220703125,328.764038085938,9.98110351562502,115.37084197998,12.3095712661743,11.4834814071655,4.75861501693726,9.3362976074219,10.2242065429688,35.1795310974121,-31.4411659240723,10.2089477539063,0.0073945741169154,102001.2734375,2013,7,30,0,0,1,1
0.453607141971588,0,131.592758178711,-31.0340942382812,0,-11.7556037902832,-15.1838970184326,3.67823719978333,-25.2370513916015,-44.0786651611328,0,-24.8603401184082,-44.0785430908203,0.0001865956000983,102660.1640625,2000,12,3,1,0,2,0
0.170454576611519,121.718910217285,308.266723632812,6.46218261718752,101.036399841309,10.0605535507202,8.34825229644775,6.04282808303833,6.30910644531252,6.7640319824219,24.9901790618896,-32.2292442321777,6.45009765625002,0.005665267817676,101702.5234375,2010,7,7,0,0,1,1
0.36549299955368,2.93196105957031,245.063446044922,-2.83145751953123,1.37544524669647,-6.24789714813232,-31.1102409362793,8.65899467468262,2.01323852539065,-5.4834045410156,0,-46.2528915405273,-5.48334350585935,0.0026669735088944,101841.734375,2014,11,13,0,0,2,0
0.17323063313961,75.3282852172852,259.925384521484,2.24355468750002,63.5299491882324,-6.50302648544312,-0.229665845632553,2.60558676719666,3.0998474121094,0.981958007812523,11.2036952972412,-53.0644569396973,0.895074462890648,0.0040147430263459,100374.21875,2000,9,10,1,0,1,0
0.173332735896111,84.43408203125,285.825073242188,2.54424438476565,69.3573684692383,-1.19669902324677,0.65587192773819,7.37488555908203,2.27816162109377,2.61348876953127,15.1660852432251,-36.289176940918,2.52874145507815,0.0043590953573584,100603.5234375,2009,8,30,1,0,1,0
0.173332348465919,143.129638671875,292.161315917969,7.80532226562502,119.552230834961,12.5530500411987,-2.97986316680908,5.4316930770874,7.74953613281252,7.66744384765627,51.0901222229004,-48.9497108459473,7.6286560058594,0.0057807727716863,100411.3203125,2015,6,9,0,0,0,1
0,287.415405273438,266.780059814453,7.71785888671877,236.886245727539,14.6241388320923,52.3686637878418,3.21659445762634,7.04390869140627,8.8854919433594,56.1287269592285,-86.7286682128906,8.83513793945315,0.0053684264421463,99914.6328125,2008,7,19,1,0,1,1
0.655820846557617,150.952224731445,203.456436157227,-17.5764831542969,64.1378936767578,-1.16847622394562,19.3220825195312,3.61715269088745,-17.3136352539062,-18.1100830078125,0,-37.2106819152832,-18.1097625732422,0.0008568276534788,101448.1953125,2003,4,10,0,0,0,0
0.524788677692413,7.957275390625,263.236877441406,-6.69473876953123,3.40405225753784,7.04089593887329,-31.1123580932617,10.8148889541626,-5.70877685546873,-7.85358276367185,0,-17.8336620330811,-7.85318603515623,0.0019660317339003,100818.046875,2009,2,14,1,0,3,0
0.604770839214325,164.95539855957,254.945556640625,-3.92890014648435,69.3184280395508,2.27889084815979,-4.02072381973267,7.21067571640015,-3.7045959472656,-4.2434143066406,0,-41.9153022766113,-4.24326171874998,0.002627482637763,101962.203125,2000,5,10,0,0,0,1
0.554206192493439,0,202.181549072266,-24.403433227539,0,-4.61268520355225,-7.27307462692261,8.32054901123047,-24.6567749023437,-24.7314819335937,0,-14.0409126281738,-24.7302307128906,0.0004278348642401,102840.1796875,2010,12,22,0,0,3,0
0,147.029144287109,300.377044677734,10.0092407226563,122.441741943359,5.4908504486084,-15.9083919525146,9.13143062591553,9.8553405761719,9.7724548339844,48.863452911377,-57.519229888916,9.7344909667969,0.0064508696086704,102092.8203125,2005,8,8,0,0,1,1
0.663268446922302,63.7158622741699,198.492141723633,-25.207144165039,26.1613006591797,-6.98148107528687,16.0185966491699,2.83279061317444,-25.4879364013672,-25.1278442382812,0,-16.508731842041,-25.1279968261719,0.0004142487305216,99666.921875,2005,3,27,1,0,0,0
0.551397860050201,173.060958862305,241.592514038086,-8.7377990722656,75.407829284668,-2.51738667488098,21.3699131011963,2.63289833068848,-9.31622924804685,-8.13144531249998,0,-38.7846031188965,-8.13129272460935,0.0018858792027458,102066.6796875,2000,4,26,0,0,0,0
0,181.474685668945,316.645141601562,15.4311157226563,151.177658081055,10.0155267715454,-8.7636661529541,4.2218918800354,16.519677734375,14.7145935058594,65.2683715820312,-68.8314361572266,14.9674926757813,0.0091460458934307,100379.3125,2013,8,9,0,0,1,0
0.530046761035919,3.52229809761047,217.657135009766,-11.3035949707031,1.48738789558411,0.751562893390656,-52.0200233459473,12.1038007736206,-8.87763061523435,-13.2363952636719,0,-41.6499519348145,-13.2365478515625,0.0012568099191412,101711.921875,2000,2,4,0,0,3,0
0,267.179229736328,328.462921142578,16.8276916503906,220.603103637695,28.2784423828125,7.87320613861084,3.36437225341797,16.7915283203125,16.6007629394531,82.4916305541992,-65.615837097168,16.727685546875,0.0099516082555055,101015.1875,2004,7,14,0,0,1,1
0.296124160289764,3.02107739448547,227.558456420898,-9.90128173828123,1.29116261005402,-0.131476864218712,-67.1971817016602,16.1277732849121,-9.4630187988281,-10.9937805175781,0,-40.5991897583008,-10.9935668945312,0.0014610883081331,100229.9921875,2013,11,9,1,0,2,0
0,186.865737915039,281.494476318359,8.99727783203127,154.266906738281,-11.7007703781128,3.68081974983215,8.61236476898193,8.88259277343752,8.87465820312502,64.2670364379883,-71.9803466796875,8.8568054199219,0.0059758108109235,101121.46875,2000,8,5,1,0,1,1
