SNODP,SWGDN,LWGAB,T2M,SWLAND,GHTSKIN,HFLUX,SPEED,TLML,TSH,EVPSOIL,LWLAND,TS,QV2M,SLP,Y,M,D,W,H,S,T_12
0.365169376134872,0.0,208.675979614258,-21.3359130859375,0.0,-2.28124928474426,39.2272109985352,13.1027946472168,-22.2768920898437,-19.7572235107422,0.0,-15.743673324585,-19.7102569580078,0.0005812656017951,100592.2421875,1988.0,1.0,16.0,1.0,0.0,3.0,0
0.0801320672035217,301.754241943359,294.519348144531,6.71929321289065,270.954071044922,38.097972869873,4.8360013961792,3.56089520454407,7.90139160156252,6.32805786132815,93.3542938232422,-80.59033203125,4.40484008789065,0.0047362302429974,102162.9375,1991.0,6.0,19.0,0.0,0.0,0.0,1
0.174103915691376,46.8022880554199,244.859878540039,-6.97659912109373,20.8077220916748,-3.89348745346069,4.51101684570312,7.30255794525146,-6.54398193359373,-4.9760803222656,0.168484389781952,-31.5533275604248,-6.98160400390623,0.0020268214866519,102422.03125,1996.0,9.0,29.0,1.0,0.0,2.0,0
0.399497717618942,0.0,168.548324584961,-30.0793060302734,0.0,-3.70795583724976,52.9704513549805,13.2611684799194,-31.0744079589844,-28.17685546875,0.0,-22.3097229003906,-28.0989440917969,0.0002659629390109,103271.609375,1998.0,1.0,19.0,0.0,1.0,3.0,0
0.502238869667053,11.6352338790894,211.5859375,-20.9878753662109,4.98929786682129,-2.63790464401245,17.7544803619385,4.33824348449707,-21.7323059082031,-18.5204833984375,0.0,-10.9230690002441,-19.3311981201172,0.0005685379728674,101752.109375,1995.0,2.0,19.0,1.0,0.0,3.0,0
0.19490073621273,4.62264013290405,219.983032226562,-13.5383361816406,2.06557035446167,-7.18653774261475,10.5758066177368,5.53980588912964,-12.9294494628906,-9.76874389648435,0.0,-23.0219135284424,-13.408544921875,0.0011547782924026,102606.265625,1991.0,11.0,5.0,0.0,0.0,2.0,0
0.540639042854309,90.792236328125,200.788543701172,-23.3840087890625,37.311695098877,-2.11958980560303,33.884391784668,3.7688102722168,-24.1916412353515,-19.2582763671875,0.0,-18.8158874511719,-20.4798950195312,0.0004401507030706,102671.0390625,1997.0,4.0,1.0,0.0,0.0,0.0,0
0.016645660623908,61.2820243835449,299.093078613281,1.43288574218752,54.5619239807129,-2.08056831359863,6.18929004669189,13.1149215698242,0.793725585937523,1.65398559570315,17.6179218292236,-18.6121845245361,1.63247070312502,0.0039812484756112,101238.9765625,1997.0,9.0,16.0,0.0,0.0,1.0,1
0.300742596387863,0.0,193.720504760742,-23.7318634033203,0.0,-3.37629842758179,42.3116035461426,11.5468807220459,-24.721044921875,-21.8416046142578,0.0,-18.1589756011963,-21.8525604248047,0.0004605327849276,101379.8359375,1987.0,1.0,2.0,0.0,0.0,3.0,0
0.203366652131081,8.69608020782471,247.426712036133,-8.65277709960935,3.80061483383179,-3.90048456192017,8.70754241943359,5.97770357131958,-8.2512268066406,-6.2823547363281,0.0,-18.5943145751953,-8.50388183593748,0.0017379972850903,102937.2734375,1991.0,10.0,28.0,0.0,0.0,2.0,1
0.256612926721573,0.0,216.854187011719,-14.9968017578125,0.0,-8.5396728515625,9.473876953125,4.83898210525513,-13.8437866210937,-10.667578125,0.0,-17.9865055084229,-15.5452331542969,0.0010230429470539,100233.53125,1997.0,11.0,21.0,0.0,0.0,2.0,0
0.173332348465919,60.2926254272461,244.205444335938,-0.303320312499977,47.4390525817871,-8.54621601104736,6.09860134124756,14.4797897338867,-0.928106689453102,0.0881591796875227,10.404860496521,-64.601692199707,0.161737060546898,0.0031028245575726,99862.3984375,1990.0,9.0,25.0,0.0,0.0,2.0,0
0.32039287686348,7.12287473678589,196.123077392578,-25.9304565429687,3.01968860626221,-2.90998983383179,36.450382232666,4.96442413330078,-26.7501892089844,-21.2934173583984,0.0,-8.39798259735107,-23.1965698242187,0.0003725524875335,102972.0625,1990.0,2.0,13.0,0.0,0.0,3.0,0
0.531089305877686,60.311767578125,201.442443847656,-21.4333099365234,25.1037406921387,-3.65927052497864,16.9883079528809,1.98785352706909,-22.0639709472656,-17.2821563720703,0.0,-20.101131439209,-19.3874877929687,0.0005001504905521,102872.1328125,1997.0,3.0,17.0,0.0,0.0,3.0,0
0.173332393169403,45.9216995239258,284.687286376953,0.0979858398437727,35.2318916320801,-0.0972883328795433,3.33715105056763,6.87595987319946,-0.344610595703102,0.512628173828148,3.76511263847351,-26.8820018768311,0.309991455078148,0.003618154907599,98999.2109375,1990.0,9.0,24.0,0.0,0.0,2.0,1
0.0263220723718405,59.4913330078125,309.967010498047,3.57106933593752,57.5279693603516,-0.0286862850189209,4.2539496421814,6.24353885650635,3.4614196777344,3.5124450683594,16.8484420776367,-23.9704971313477,3.2459655761719,0.0046452130191028,101458.125,1995.0,9.0,14.0,0.0,0.0,1.0,1
0.416410624980927,1.96000444889069,209.205276489258,-21.2905029296875,0.887072443962097,-0.0911604538559914,15.5865831375122,5.14861249923706,-21.2653259277344,-18.0778259277344,0.0,-9.48278141021729,-20.3915161132812,0.0005778253544121,100458.8359375,1995.0,2.0,3.0,0.0,0.0,3.0,0
0.173332706093788,31.8423233032227,294.028503417969,0.327111816406273,22.5735645294189,-3.13827180862427,5.88421010971069,5.40044498443604,-0.377600097656227,0.973901367187523,5.00419044494629,-16.4636535644531,0.959405517578148,0.0036764098331332,99604.6640625,1999.0,9.0,19.0,1.0,0.0,1.0,1
